charge_id,start_timestamp_utc,end_timestamp_utc,start_soc,end_soc,delta_soc,duration_sec,latitude,longitude,ambient_temp_c
charge_2027-10-23T202447918074Z_252_68de2f01,2027-10-23T20:24:47.918074Z,2027-10-24T00:35:08.918074Z,14,92,78,15021,21.034413,105.821809,22.54
charge_2027-10-24T105216455356Z_1382_3d35c270,2027-10-24T10:52:16.455356Z,2027-10-24T14:45:01.455356Z,27,91,64,13965,21.034299,105.821785,22.6
charge_2027-10-25T005633350838Z_3558_7cd16c9f,2027-10-25T00:56:33.350838Z,2027-10-25T04:42:33.350838Z,15,82,67,13560,21.034353,105.821723,22.69
charge_2027-10-26T142642567381Z_1363_ca0a4107,2027-10-26T14:26:42.567381Z,2027-10-26T17:36:59.567381Z,32,91,59,11417,21.034472,105.821856,24.04
charge_2027-10-27T075038999742Z_2876_6766cc20,2027-10-27T07:50:38.999742Z,2027-10-27T11:28:15.999742Z,37,100,63,13057,21.034341,105.821799,28.1
charge_2027-10-28T035352228050Z_1304_05e20cc9,2027-10-28T03:53:52.228050Z,2027-10-28T06:29:32.228050Z,30,74,44,9340,21.034433,105.821798,27.03
charge_2027-10-31T163555191736Z_2829_56b4f0a6,2027-10-31T16:35:55.191736Z,2027-10-31T19:57:00.191736Z,22,81,59,12065,21.03434,105.821891,26.82
charge_2027-11-02T201615535585Z_9344_9c825423,2027-11-02T20:16:15.535585Z,2027-11-03T00:14:03.535585Z,28,100,72,14268,21.034338,105.821781,23.28
charge_2027-11-05T203148690034Z_6753_7244fdc5,2027-11-05T20:31:48.690034Z,2027-11-06T00:42:41.690034Z,27,91,64,15053,21.034327,105.821769,19.59
charge_2027-11-06T134234319326Z_191_a8b55770,2027-11-06T13:42:34.319326Z,2027-11-06T18:07:39.319326Z,20,100,80,15905,21.034401,105.821788,21.25
charge_2027-11-08T123012791155Z_2316_dc6f0bd5,2027-11-08T12:30:12.791155Z,2027-11-08T14:04:56.791155Z,69,97,28,5684,21.034361,105.821806,19.4
charge_2027-11-09T221642540831Z_1766_0d8f4512,2027-11-09T22:16:42.540831Z,2027-11-10T01:40:55.540831Z,21,82,61,12253,21.034351,105.821778,23.91
charge_2027-11-10T054055688427Z_4087_f3472730,2027-11-10T05:40:55.540831Z,2027-11-10T09:09:57.540831Z,32,96,64,12542,21.03435,105.821764,18.22
charge_2027-11-10T103555435075Z_6385_2d5fa77c,2027-11-10T10:35:55.435075Z,2027-11-10T12:41:51.435075Z,52,92,40,7556,21.034357,105.821779,17.79
charge_2027-11-11T151411430729Z_7652_def49804,2027-11-11T15:14:11.430729Z,2027-11-11T17:11:18.430729Z,35,69,34,7027,21.034408,105.821743,26.38
charge_2027-11-14T234813903729Z_8185_4c571559,2027-11-14T23:48:13.903729Z,2027-11-15T03:20:13.903729Z,22,80,58,12720,21.034325,105.821833,19.48
charge_2027-11-15T221730983258Z_5080_d286ff33,2027-11-15T22:17:30.983258Z,2027-11-16T01:04:17.983258Z,28,79,51,10007,21.034397,105.82172,20.51
charge_2027-11-16T175010472845Z_9336_49294b51,2027-11-16T17:50:10.472845Z,2027-11-16T21:07:29.472845Z,27,82,55,11839,21.03435,105.821787,21.24
charge_2027-11-17T230133113436Z_8631_e3c5dccf,2027-11-17T23:01:33.113436Z,2027-11-18T01:52:41.113436Z,29,77,48,10268,21.034323,105.821888,21.75
charge_2027-11-18T212010480545Z_1255_f688bb26,2027-11-18T21:20:10.480545Z,2027-11-18T22:13:38.480545Z,48,64,16,3208,21.034435,105.821804,22.89
charge_2027-11-19T143402680183Z_9767_3bb1a23c,2027-11-19T14:34:02.680183Z,2027-11-19T15:58:06.680183Z,23,48,25,5044,21.034336,105.821877,18.3
charge_2027-11-20T150233604802Z_9823_b04e1e0a,2027-11-20T15:02:33.604802Z,2027-11-20T17:28:14.604802Z,60,100,40,8741,21.034395,105.821794,22.61
charge_2027-11-21T002825392276Z_3049_71384147,2027-11-21T00:28:25.392276Z,2027-11-21T04:22:26.392276Z,20,80,60,14041,21.034363,105.821819,20.62
charge_2027-11-21T082226398631Z_4514_f225b664,2027-11-21T08:22:26.392276Z,2027-11-21T09:42:23.392276Z,52,75,23,4797,21.034367,105.821803,20.69
charge_2027-11-22T163920148861Z_324_cd545646,2027-11-22T16:39:20.148861Z,2027-11-22T20:12:05.148861Z,43,100,57,12765,21.03437,105.821857,23.38
charge_2027-11-23T001205341555Z_3404_b0b7e478,2027-11-23T00:12:05.148861Z,2027-11-23T03:26:04.148861Z,43,100,57,11639,21.034356,105.821773,18.08
charge_2027-11-23T115552320590Z_9117_47837099,2027-11-23T11:55:52.320590Z,2027-11-23T13:55:21.320590Z,68,100,32,7169,21.034389,105.82185,18.49
charge_2027-11-23T175521485715Z_144_511cb32e,2027-11-23T17:55:21.320590Z,2027-11-23T21:06:06.320590Z,24,78,54,11445,21.034388,105.821829,19.49
charge_2027-11-25T024226673549Z_3128_93f7c47f,2027-11-25T02:42:26.673549Z,2027-11-25T05:51:49.673549Z,26,78,52,11363,21.034396,105.821779,17.32
charge_2027-11-26T040248500204Z_4286_1b1a32ac,2027-11-26T04:02:48.500204Z,2027-11-26T06:31:15.500204Z,50,92,42,8907,21.034374,105.821823,23.25
charge_2027-11-26T103115902997Z_9296_a539abd0,2027-11-26T10:31:15.500204Z,2027-11-26T12:19:00.500204Z,70,100,30,6465,21.034473,105.821798,22.44
charge_2027-11-27T234319372396Z_5464_91786633,2027-11-27T23:43:19.372396Z,2027-11-28T00:51:52.372396Z,58,79,21,4113,21.034369,105.821717,21.01
charge_2027-11-29T145116992257Z_9623_0aaad20c,2027-11-29T14:51:16.992257Z,2027-11-29T18:17:42.992257Z,20,79,59,12386,21.03437,105.821798,24.11
charge_2027-11-30T041158412263Z_3515_b5fb71b2,2027-11-30T04:11:58.412263Z,2027-11-30T08:12:06.412263Z,30,100,70,14408,21.034464,105.821844,21.83
charge_2027-12-01T035536327730Z_7230_39aad36f,2027-12-01T03:55:36.327730Z,2027-12-01T07:55:16.327730Z,35,100,65,14380,21.034382,105.821742,20.21
charge_2027-12-04T063941138105Z_5349_77b4af83,2027-12-04T06:39:41.138105Z,2027-12-04T08:29:06.138105Z,50,80,30,6565,21.034418,105.821847,22.32
charge_2027-12-06T223937636073Z_3949_6c105c26,2027-12-06T22:39:37.636073Z,2027-12-07T01:20:39.636073Z,28,72,44,9662,21.034367,105.821794,22.37
charge_2027-12-09T034729997322Z_9031_e7385264,2027-12-09T03:47:29.997322Z,2027-12-09T07:55:21.997322Z,27,94,67,14872,21.034477,105.821869,15.06
charge_2027-12-10T204739177398Z_3068_5badf19e,2027-12-10T20:47:39.177398Z,2027-12-10T22:14:47.177398Z,22,46,24,5228,21.03431,105.821835,18.6
charge_2027-12-12T161915281083Z_1550_0fa0e7f8,2027-12-12T16:19:15.281083Z,2027-12-12T20:15:51.281083Z,31,100,69,14196,21.034355,105.821843,17.27
charge_2027-12-13T001551730613Z_9602_53f869ad,2027-12-13T00:15:51.281083Z,2027-12-13T02:51:17.281083Z,30,78,48,9326,21.034466,105.821769,15.27
charge_2027-12-14T213855232047Z_7630_0ed5d9d0,2027-12-14T21:38:55.232047Z,2027-12-15T01:59:39.232047Z,27,100,73,15644,21.034432,105.821758,16.81
charge_2027-12-15T210900764882Z_9576_3e1afd36,2027-12-15T21:09:00.764882Z,2027-12-15T21:43:11.764882Z,63,72,9,2051,21.034401,105.821875,20.7
charge_2027-12-16T155525272730Z_6747_021ae7f1,2027-12-16T15:55:25.272730Z,2027-12-16T18:51:54.272730Z,28,81,53,10589,21.034451,105.82181,16.17
charge_2027-12-18T230547286957Z_2676_09ca5547,2027-12-18T23:05:47.286957Z,2027-12-19T02:43:51.286957Z,13,78,65,13084,21.0344,105.821841,17.91
charge_2027-12-19T064351228860Z_2353_73ee7d3e,2027-12-19T06:43:51.286957Z,2027-12-19T09:37:00.286957Z,28,81,53,10389,21.034482,105.821802,22.98
charge_2027-12-19T130136201444Z_8760_3a14e709,2027-12-19T13:01:36.201444Z,2027-12-19T17:51:12.201444Z,20,100,80,17376,21.034455,105.821772,19.43
charge_2027-12-20T233710534476Z_4491_428c6468,2027-12-20T23:37:10.534476Z,2027-12-21T04:38:52.534476Z,17,95,78,18102,21.034428,105.821822,16.79
charge_2027-12-23T214831853804Z_3048_fbb3e4f7,2027-12-23T21:48:31.853804Z,2027-12-24T00:45:10.853804Z,43,93,50,10599,21.034351,105.821825,20.24
charge_2027-12-25T234237790379Z_736_c7a7aae1,2027-12-25T23:42:37.790379Z,2027-12-26T02:48:49.790379Z,29,82,53,11172,21.034398,105.821834,17.42
charge_2027-12-26T063706341612Z_6655_cda5b4a3,2027-12-26T06:37:06.341612Z,2027-12-26T08:01:44.341612Z,58,81,23,5078,21.034415,105.821824,18.54
charge_2027-12-27T233540307814Z_3906_561a5e1b,2027-12-27T23:35:40.307814Z,2027-12-28T02:10:49.307814Z,52,94,42,9309,21.034354,105.821769,16.71
charge_2027-12-29T201635617250Z_9160_c79a35f3,2027-12-29T20:16:35.617250Z,2027-12-30T00:59:37.617250Z,12,95,83,16982,21.034417,105.821844,22.01
charge_2027-12-30T012835595779Z_7137_f06f53d0,2027-12-30T01:28:35.595779Z,2027-12-30T03:30:31.595779Z,45,80,35,7316,21.034464,105.821838,20.27
charge_2027-12-31T053238247608Z_7374_cca6c0be,2027-12-31T05:32:38.247608Z,2027-12-31T09:23:26.247608Z,27,92,65,13848,21.034433,105.821767,17.17
charge_2028-01-01T040642541259Z_9849_45f7b9f1,2028-01-01T04:06:42.541259Z,2028-01-01T09:04:10.541259Z,13,100,87,17848,21.034331,105.821774,26.5
charge_2028-01-02T065322359866Z_9928_7cdf5640,2028-01-02T06:53:22.359866Z,2028-01-02T09:47:51.359866Z,30,77,47,10469,21.03441,105.821792,24.79
charge_2028-01-03T154141849054Z_8700_f2ce21fe,2028-01-03T15:41:41.849054Z,2028-01-03T20:11:24.849054Z,27,100,73,16183,21.034427,105.821748,30.62
charge_2028-01-06T034435868650Z_2033_7c2e5fda,2028-01-06T03:44:35.868650Z,2028-01-06T07:13:03.868650Z,22,81,59,12508,21.034422,105.821776,30.16
charge_2028-01-07T223503411389Z_7609_0af16f72,2028-01-07T22:35:03.411389Z,2028-01-08T01:21:21.411389Z,33,82,49,9978,21.03433,105.82183,28.9
charge_2028-01-09T163806461453Z_1073_6f0636ce,2028-01-09T16:38:06.461453Z,2028-01-09T17:38:43.461453Z,41,58,17,3637,21.034435,105.821794,30.43
charge_2028-01-11T221817236876Z_8966_fa6e94ff,2028-01-11T22:18:17.236876Z,2028-01-12T01:23:32.236876Z,42,96,54,11115,21.034428,105.821819,26.6
charge_2028-01-13T222140556003Z_9688_da67fbe8,2028-01-13T22:21:40.556003Z,2028-01-13T23:41:03.556003Z,13,36,23,4763,21.034395,105.821803,25.57
charge_2028-01-14T040103713345Z_9324_052feda8,2028-01-14T04:01:03.713345Z,2028-01-14T06:16:46.713345Z,56,92,36,8143,21.03431,105.82187,29.47
charge_2028-01-17T131913428244Z_994_e05f9a8d,2028-01-17T13:19:13.428244Z,2028-01-17T17:13:23.428244Z,38,100,62,14050,21.034451,105.821713,30.63
charge_2028-01-20T214459516723Z_8918_045af197,2028-01-20T21:44:59.516723Z,2028-01-21T00:26:55.516723Z,39,81,42,9716,21.034408,105.821819,29.18
charge_2028-01-22T142436557884Z_6078_0d2663c6,2028-01-22T14:24:36.557884Z,2028-01-22T15:44:03.557884Z,52,75,23,4767,21.034385,105.821779,29.87
charge_2028-01-23T064718469045Z_3963_972dd0e2,2028-01-23T06:47:18.469045Z,2028-01-23T10:53:41.469045Z,19,96,77,14783,21.03436,105.821884,28.11
charge_2028-01-24T154037594520Z_8751_4a97732c,2028-01-24T15:40:37.594520Z,2028-01-24T19:15:31.594520Z,35,100,65,12894,21.034355,105.821812,28.69
charge_2028-01-27T044206964538Z_334_a0605e07,2028-01-27T04:42:06.964538Z,2028-01-27T05:54:06.964538Z,69,89,20,4320,21.034421,105.821809,27.61
charge_2028-01-29T154144992231Z_7183_d703c4af,2028-01-29T15:41:44.992231Z,2028-01-29T18:10:18.992231Z,29,73,44,8914,21.034385,105.821718,25.47
charge_2028-01-29T221018495743Z_3184_cda90c5d,2028-01-29T22:10:18.992231Z,2028-01-30T00:19:25.992231Z,40,79,39,7747,21.034332,105.821769,26.22
charge_2028-02-01T235035389380Z_7793_d5fc09f7,2028-02-01T23:50:35.389380Z,2028-02-02T02:04:09.389380Z,46,81,35,8014,21.034373,105.821889,24.26
charge_2028-02-02T060409341041Z_2992_4aa8cf83,2028-02-02T06:04:09.389380Z,2028-02-02T09:33:04.389380Z,34,94,60,12535,21.034414,105.821807,26.57
charge_2028-02-04T221417579748Z_3092_cd04dbc7,2028-02-04T22:14:17.579748Z,2028-02-05T02:46:07.579748Z,24,96,72,16310,21.034451,105.821803,24.76
charge_2028-02-05T040516305355Z_4767_e591710e,2028-02-05T04:05:16.305355Z,2028-02-05T08:43:51.305355Z,26,100,74,16715,21.03445,105.821788,29.36
charge_2028-02-06T061546686842Z_4611_01e02bb5,2028-02-06T06:15:46.686842Z,2028-02-06T11:06:10.686842Z,18,100,82,17424,21.03442,105.821817,28.88
charge_2028-02-07T130918972476Z_2935_d03ee6e5,2028-02-07T13:09:18.972476Z,2028-02-07T15:39:35.972476Z,30,71,41,9017,21.034363,105.821794,32.29
charge_2028-02-08T065009112006Z_9539_a30155b7,2028-02-08T06:50:09.112006Z,2028-02-08T10:43:06.112006Z,29,100,71,13977,21.034465,105.821828,27.38
charge_2028-02-09T232827917149Z_6207_47b3b750,2028-02-09T23:28:27.917149Z,2028-02-10T03:45:50.917149Z,14,93,79,15443,21.034353,105.821824,23.91
charge_2028-02-12T223923784061Z_5215_70f47a0d,2028-02-12T22:39:23.784061Z,2028-02-13T00:51:39.784061Z,53,90,37,7936,21.034371,105.82186,31.99
charge_2028-02-13T215306883976Z_1813_f99cc0e2,2028-02-13T21:53:06.883976Z,2028-02-13T22:52:50.883976Z,30,47,17,3584,21.03449,105.821855,30.94
charge_2028-02-14T121747105039Z_9966_2cf3cf9a,2028-02-14T12:17:47.105039Z,2028-02-14T15:13:01.105039Z,51,100,49,10514,21.034389,105.821804,27.71
charge_2028-02-17T002102942712Z_8878_9eb7795e,2028-02-17T00:21:02.942712Z,2028-02-17T03:30:30.942712Z,15,70,55,11368,21.034389,105.821879,28.04
charge_2028-02-18T032055167569Z_8126_87ae46f4,2028-02-18T03:20:55.167569Z,2028-02-18T07:09:08.167569Z,13,78,65,13693,21.034348,105.821752,24.37
charge_2028-02-20T024148568703Z_643_697b4a29,2028-02-20T02:41:48.568703Z,2028-02-20T07:09:52.568703Z,24,100,76,16084,21.034544,105.8217,29.48
charge_2028-02-20T153222225642Z_6203_0671c427,2028-02-20T15:32:22.225642Z,2028-02-20T17:46:37.225642Z,31,71,40,8055,21.034472,105.821799,27.37
charge_2028-02-21T230533470426Z_2552_d56dfa5d,2028-02-21T23:05:33.470426Z,2028-02-22T00:55:34.470426Z,46,79,33,6601,21.034375,105.821777,26.47
charge_2028-02-22T131902204981Z_6942_99ee554b,2028-02-22T13:19:02.204981Z,2028-02-22T17:40:32.204981Z,20,95,75,15690,21.034442,105.821813,25.13
charge_2028-02-22T214032186291Z_9350_c9f2b4ac,2028-02-22T21:40:32.204981Z,2028-02-23T02:03:02.204981Z,18,94,76,15750,21.034266,105.821827,28.02
charge_2028-02-23T121630138826Z_188_bdb632ab,2028-02-23T12:16:30.138826Z,2028-02-23T16:55:06.138826Z,19,97,78,16716,21.034393,105.821798,28.77
charge_2028-02-23T234123482281Z_4337_e1db4026,2028-02-23T23:41:23.482281Z,2028-02-24T04:04:28.482281Z,32,100,68,15785,21.034465,105.82182,24.07
charge_2028-02-26T040543119627Z_6147_db557bcb,2028-02-26T04:05:43.119627Z,2028-02-26T07:52:58.119627Z,30,96,66,13635,21.034376,105.821839,26.24
charge_2028-02-27T230330479830Z_1556_20b45740,2028-02-27T23:03:30.479830Z,2028-02-28T02:28:47.479830Z,24,79,55,12317,21.034377,105.821763,24.43
charge_2028-02-28T132041439017Z_2351_f1e5bd88,2028-02-28T13:20:41.439017Z,2028-02-28T18:22:42.439017Z,17,100,83,18121,21.034404,105.821685,27.57
charge_2028-02-29T132757836648Z_1757_fed6faa3,2028-02-29T13:27:57.836648Z,2028-02-29T16:37:47.836648Z,23,79,56,11390,21.034369,105.821812,25.3
charge_2028-03-01T224737967168Z_9498_f145d132,2028-03-01T22:47:37.967168Z,2028-03-02T02:13:03.967168Z,18,73,55,12326,21.034414,105.82181,30.06
charge_2028-03-02T061303896423Z_773_eec30a84,2028-03-02T06:13:03.967168Z,2028-03-02T09:33:03.967168Z,29,90,61,12000,21.034349,105.82178,24.09
charge_2028-03-03T001323754432Z_7824_7fc78835,2028-03-03T00:13:23.754432Z,2028-03-03T04:03:06.754432Z,29,95,66,13783,21.034408,105.821842,28.47
charge_2028-03-03T233016401054Z_4401_481914e5,2028-03-03T23:30:16.401054Z,2028-03-04T01:08:31.401054Z,46,76,30,5895,21.034443,105.821782,28.92
charge_2028-03-04T135736245646Z_1475_32525506,2028-03-04T13:57:36.245646Z,2028-03-04T15:53:33.245646Z,52,90,38,6957,21.034384,105.821755,31.72
charge_2028-03-05T174152539865Z_2385_d5328987,2028-03-05T17:41:52.539865Z,2028-03-05T20:55:45.539865Z,37,100,63,11633,21.034386,105.821748,28.72
charge_2028-03-06T231630518729Z_3403_79fa9c39,2028-03-06T23:16:30.518729Z,2028-03-07T02:34:44.518729Z,45,100,55,11894,21.034445,105.821737,31.27
charge_2028-03-07T232725754344Z_5703_d166787b,2028-03-07T23:27:25.754344Z,2028-03-08T02:06:52.754344Z,31,75,44,9567,21.034425,105.821768,28.59
charge_2028-03-09T032056882286Z_6755_e3496cd9,2028-03-09T03:20:56.882286Z,2028-03-09T06:34:03.882286Z,28,80,52,11587,21.034445,105.821811,24.28
charge_2028-03-10T175208884790Z_9853_f68c0452,2028-03-10T17:52:08.884790Z,2028-03-10T21:17:51.884790Z,23,81,58,12343,21.03444,105.821772,25.1
charge_2028-03-11T191927813877Z_1203_67fa08d1,2028-03-11T19:19:27.813877Z,2028-03-11T22:54:57.813877Z,12,74,62,12930,21.034378,105.821857,30.23
charge_2028-03-13T001223782698Z_9472_ed704fcc,2028-03-13T00:12:23.782698Z,2028-03-13T04:27:55.782698Z,24,100,76,15332,21.034401,105.821752,24.03
charge_2028-03-15T025401355301Z_1293_953a89a7,2028-03-15T02:54:01.355301Z,2028-03-15T08:00:24.355301Z,14,100,86,18383,21.034309,105.821826,27.08
charge_2028-03-16T143044545405Z_641_798ee53d,2028-03-16T14:30:44.545405Z,2028-03-16T15:06:57.545405Z,66,76,10,2173,21.034455,105.821759,29.78
charge_2028-03-17T161759772056Z_7264_dbc6f3c3,2028-03-17T16:17:59.772056Z,2028-03-17T21:17:56.772056Z,14,100,86,17997,21.034368,105.821791,28.79
charge_2028-03-18T234651819101Z_5726_87347e69,2028-03-18T23:46:51.819101Z,2028-03-19T01:24:21.819101Z,22,51,29,5850,21.034479,105.82189,29.87
charge_2028-03-21T234453918004Z_9910_07ec0b41,2028-03-21T23:44:53.918004Z,2028-03-22T03:25:15.918004Z,18,79,61,13222,21.034411,105.821867,24.01
charge_2028-03-22T144054160973Z_7751_2f9cafb4,2028-03-22T14:40:54.160973Z,2028-03-22T18:03:22.160973Z,20,77,57,12148,21.034356,105.821855,30.21
charge_2028-03-23T030028673128Z_3108_6089fd8f,2028-03-23T03:00:28.673128Z,2028-03-23T05:42:02.673128Z,31,79,48,9694,21.034362,105.82185,30.87
charge_2028-03-24T021716481669Z_4541_3eddbdfc,2028-03-24T02:17:16.481669Z,2028-03-24T03:40:53.481669Z,54,80,26,5017,21.034406,105.821772,28.85
charge_2028-03-28T040450967790Z_2871_3e14b0d7,2028-03-28T04:04:50.967790Z,2028-03-28T08:26:02.967790Z,12,97,85,15672,21.034376,105.821821,25.72
charge_2028-03-29T040727524974Z_4437_215b3df3,2028-03-29T04:07:27.524974Z,2028-03-29T05:41:14.524974Z,21,48,27,5627,21.034338,105.821794,28.61
charge_2028-03-31T101337278504Z_9601_f0dacda0,2028-03-31T10:13:37.278504Z,2028-03-31T11:12:25.278504Z,45,60,15,3528,21.034394,105.821887,26.05
charge_2028-04-05T134015770002Z_9994_b0aadc59,2028-04-05T13:40:15.770002Z,2028-04-05T16:30:33.770002Z,30,77,47,10218,21.034359,105.821811,24.64
charge_2028-04-06T180406648210Z_200_6653050b,2028-04-06T18:04:06.648210Z,2028-04-06T20:35:26.648210Z,34,79,45,9080,21.034477,105.821875,24.59
charge_2028-04-09T043448405591Z_6125_97f8bc4e,2028-04-09T04:34:48.405591Z,2028-04-09T09:15:18.405591Z,19,100,81,16830,21.034441,105.82186,27.27
charge_2028-04-12T200327336622Z_250_5fe8aaae,2028-04-12T20:03:27.336622Z,2028-04-12T22:17:35.336622Z,36,75,39,8048,21.034322,105.821763,27.03
charge_2028-04-13T050444694592Z_6726_6ff45f7c,2028-04-13T05:04:44.694592Z,2028-04-13T07:04:05.694592Z,66,100,34,7161,21.034365,105.821847,25.75
charge_2028-04-16T215615747135Z_530_1518db56,2028-04-16T21:56:15.747135Z,2028-04-17T00:40:25.747135Z,50,100,50,9850,21.034434,105.821809,26.41
charge_2028-04-17T000806511604Z_5929_413f675d,2028-04-17T00:08:06.511604Z,2028-04-17T05:23:14.511604Z,15,97,82,18908,21.034419,105.821812,25.11
charge_2028-04-18T212722510625Z_8914_5f3476af,2028-04-18T21:27:22.510625Z,2028-04-19T00:25:05.510625Z,30,79,49,10663,21.034471,105.821737,24.32
charge_2028-04-19T142925241609Z_8416_b93c0e92,2028-04-19T14:29:25.241609Z,2028-04-19T17:42:30.241609Z,28,82,54,11585,21.034272,105.821759,27.37
charge_2028-04-20T032319481562Z_6162_062397c6,2028-04-20T03:23:19.481562Z,2028-04-20T06:59:35.481562Z,20,78,58,12976,21.03438,105.821859,27.94
charge_2028-04-21T205823398704Z_1945_3ae4b78d,2028-04-21T20:58:23.398704Z,2028-04-22T00:37:16.398704Z,15,79,64,13133,21.034328,105.821824,26.58
charge_2028-04-22T220128494502Z_8075_10acc797,2028-04-22T22:01:28.494502Z,2028-04-22T23:44:16.494502Z,21,52,31,6168,21.034455,105.821775,27.98
charge_2028-04-25T213816452718Z_5871_6c4bda24,2028-04-25T21:38:16.452718Z,2028-04-26T02:59:23.452718Z,14,100,86,19267,21.034428,105.821774,25.75
charge_2028-04-26T151703619579Z_2064_fcf302ba,2028-04-26T15:17:03.619579Z,2028-04-26T19:31:48.619579Z,29,100,71,15285,21.034464,105.82182,27.45
charge_2028-04-28T143357242291Z_6672_2ba6900c,2028-04-28T14:33:57.242291Z,2028-04-28T19:15:26.242291Z,20,100,80,16889,21.034409,105.821836,26.74
charge_2028-04-29T060606754334Z_1981_78f06c46,2028-04-29T06:06:06.754334Z,2028-04-29T10:18:59.754334Z,25,94,69,15173,21.034362,105.821753,24.68
charge_2028-05-01T224337181489Z_2648_8cc779ab,2028-05-01T22:43:37.181489Z,2028-05-02T02:18:24.181489Z,31,90,59,12887,21.034437,105.821797,34.82
charge_2028-05-02T061824185829Z_889_1825c661,2028-05-02T06:18:24.181489Z,2028-05-02T09:53:33.181489Z,30,96,66,12909,21.03448,105.821828,30.11
charge_2028-05-02T064714261773Z_2252_3c3fb11b,2028-05-02T06:47:14.261773Z,2028-05-02T10:20:12.261773Z,20,79,59,12778,21.034378,105.821753,31.46
charge_2028-05-04T162234387517Z_5050_40f70a25,2028-05-04T16:22:34.387517Z,2028-05-04T19:50:38.387517Z,23,80,57,12484,21.034467,105.821856,32.63
charge_2028-05-07T235325733348Z_6260_722d4646,2028-05-07T23:53:25.733348Z,2028-05-08T04:04:17.733348Z,18,92,74,15052,21.034421,105.821698,34.41
charge_2028-05-09T064631745191Z_5769_50e0def7,2028-05-09T06:46:31.745191Z,2028-05-09T10:35:58.745191Z,30,100,70,13767,21.034373,105.821757,33.75
charge_2028-05-11T223955414389Z_5209_3ffaaf4a,2028-05-11T22:39:55.414389Z,2028-05-12T03:19:13.414389Z,14,92,78,16758,21.034394,105.821766,29.16
charge_2028-05-12T045424750763Z_5123_72ad5770,2028-05-12T04:54:24.750763Z,2028-05-12T09:09:17.750763Z,19,95,76,15293,21.034484,105.8218,31.63
charge_2028-05-14T203251751180Z_9695_9dbe7ec8,2028-05-14T20:32:51.751180Z,2028-05-14T22:19:55.751180Z,54,84,30,6424,21.034399,105.82175,31.21
charge_2028-05-15T063320258136Z_8457_e0ca2932,2028-05-15T06:33:20.258136Z,2028-05-15T09:59:00.258136Z,23,79,56,12340,21.034384,105.821819,31.06
charge_2028-05-17T215752277082Z_881_4fb3fa9d,2028-05-17T21:57:52.277082Z,2028-05-17T23:38:18.277082Z,38,67,29,6026,21.034379,105.821804,32.27
charge_2028-05-18T033818215147Z_9077_71215565,2028-05-18T03:38:18.277082Z,2028-05-18T07:36:37.277082Z,31,100,69,14299,21.034412,105.821855,30.22
charge_2028-05-21T130053773980Z_112_385f4fee,2028-05-21T13:00:53.773980Z,2028-05-21T15:02:06.773980Z,45,79,34,7273,21.034395,105.821882,29.96
charge_2028-05-22T000233559711Z_2742_34a6acd5,2028-05-22T00:02:33.559711Z,2028-05-22T01:31:24.559711Z,72,100,28,5331,21.034342,105.821783,26.5
charge_2028-05-22T053124249490Z_1625_7265602b,2028-05-22T05:31:24.559711Z,2028-05-22T09:54:19.559711Z,16,90,74,15775,21.034374,105.821809,33.86
charge_2028-05-23T052258981695Z_3754_4add7017,2028-05-23T05:22:58.981695Z,2028-05-23T09:42:21.981695Z,25,100,75,15563,21.03439,105.821838,30.35
charge_2028-05-24T012322213012Z_4327_d22ed76a,2028-05-24T01:23:22.213012Z,2028-05-24T02:37:41.213012Z,51,73,22,4459,21.034404,105.821748,28.64
charge_2028-05-29T234548328211Z_6361_0b24480c,2028-05-29T23:45:48.328211Z,2028-05-30T01:24:45.328211Z,52,82,30,5937,21.034373,105.821833,30.79
charge_2028-06-01T160215655969Z_201_e538f1ea,2028-06-01T16:02:15.655969Z,2028-06-01T19:13:27.655969Z,24,81,57,11472,21.034339,105.821792,29.39
charge_2028-06-03T035557607145Z_6466_01b004e3,2028-06-03T03:55:57.607145Z,2028-06-03T08:19:57.607145Z,27,100,73,15840,21.034363,105.821711,32.44
charge_2028-06-07T050058997980Z_5706_6fc2f144,2028-06-07T05:00:58.997980Z,2028-06-07T07:16:51.997980Z,32,73,41,8153,21.034398,105.821787,30.5
charge_2028-06-08T030836479816Z_900_ac1623f7,2028-06-08T03:08:36.479816Z,2028-06-08T05:24:28.479816Z,42,81,39,8152,21.034409,105.821866,31.86
charge_2028-06-13T214408769845Z_3471_81813868,2028-06-13T21:44:08.769845Z,2028-06-13T23:34:46.769845Z,52,82,30,6638,21.034418,105.821752,35.29
charge_2028-06-14T004310553375Z_8417_62221317,2028-06-14T00:43:10.553375Z,2028-06-14T05:33:44.553375Z,16,95,79,17434,21.034334,105.821762,28.7
charge_2028-06-16T012602462515Z_6187_2b0cdb0f,2028-06-16T01:26:02.462515Z,2028-06-16T04:30:51.462515Z,28,79,51,11089,21.03437,105.821869,32.21
charge_2028-06-19T160705436870Z_9792_710f8d56,2028-06-19T16:07:05.436870Z,2028-06-19T16:56:53.436870Z,34,49,15,2988,21.034423,105.821794,33.39
charge_2028-06-21T214752161436Z_7363_fc7978b9,2028-06-21T21:47:52.161436Z,2028-06-22T00:36:01.161436Z,35,81,46,10089,21.034381,105.821808,33.87
charge_2028-06-22T230157372696Z_2047_d69893de,2028-06-22T23:01:57.372696Z,2028-06-23T02:48:21.372696Z,31,100,69,13584,21.034401,105.82185,35.14
